,Unnamed: 0,Id,Title,Published_Date,Description,Tags,Views,Likes,Dislikes,Comments,Date,Time,LikestoViews,CommentstoViews,DislikestoViews,Combined_Metric
282,282,Ey81n8Yhlj8,"""Συζήτηση επίκαιρης ερώτησης ""| 18.02.2022",2022-02-18 08:28:37+00:00,➡Ομιλία στην #Βουλή κατά την συζήτηση επίκαιρης ερώτησής μου με θέμα: «Σε ιστορικό υψηλό η τιμή της βενζίνης στη χώρα – Να ληφθούν άμεσα μέτρα για την αντιμετώπιση του φαινομένου με μείωση του ειδικού φόρου κατανάλωσης».,[],14.0,0.0,0.0,0.0,2022-02-18,08:28:37,0.0,0.0,0.0,6.3
283,283,3qgK1fpgreY,"Συνέντευξη στον ρ/στ ""Στο Κόκκινο 105,5"" | 15.02.2022",2022-02-15 19:07:27+00:00,"🎤Συνέντευξη Στο Κόκκινο 105,5 και στην δημοσιογράφο Βούλα Κεχαγιά",[],44.0,2.0,0.0,0.0,2022-02-15,19:07:27,0.045454545454545456,0.0,0.0,20.3
284,284,WaNbmQxgyyE,"Συνέντευξη στον ρ/στ ""Στο Κόκκινο 105,5"" | 11.002.2022",2022-02-11 08:02:29+00:00,"🎤Συνέντευξη Στο Κόκκινο 105,5 και στον δημοσιογράφο Γιώργο Τραπεζιώτη",[],19.0,1.0,0.0,0.0,2022-02-11,08:02:29,0.05263157894736842,0.0,0.0,8.8
285,285,wSkTtMFXr84,"Συνέντευξη στον ρ/στ ""Alpha Radio"" | 10.02.2022",2022-02-10 14:49:48+00:00,"Συνέντευξη στο ""Alpha Radio"" και στον Χάρη Ντιγριντάκη",[],24.0,0.0,0.0,0.0,2022-02-10,14:49:48,0.0,0.0,0.0,10.8
286,286,tH--xGrTmIU,"Συνέντευξη στο ""Star Κεντρικής Ελλάδας"" | 09.02.2022",2022-02-09 19:24:14+00:00,"Συνέντευξη στο κεντρικό δελτίο ειδήσεων του ""Star Κεντρικής Ελλάδας"" και στην δημοσιογράφο Λένα Παρασκευά",[],46.0,3.0,0.0,1.0,2022-02-09,19:24:14,0.06521739130434782,0.021739130434782608,0.0,21.65
287,287,clKg-IAO1kM,"Συνέντευξη στον τ/στ "" ΜΠΕΣΤ"" Καλαμάτας | 07.02.2022",2022-02-07 19:40:33+00:00,➡ Ζωντανά η συνέντευξή μου στον τηλεοπτικό σταθμό ΜΠΕΣΤ και στον δημοσιογράφο Θέμη Κανελλοπουλο,[],11.0,1.0,0.0,0.0,2022-02-07,19:40:33,0.09090909090909091,0.0,0.0,5.2
288,288,cWlGyHoYZJA,"Συνέντευξη στον ρ/στ ""Στο Κόκκινο Θεσσαλονίκης 91,4 "" |08.02.2022",2022-02-07 07:36:42+00:00,"📻Συνέντευξη στο 91,4 FM Στο Κόκκινο και στον δημοσιογράφο Απόστολο Λυκεσά.",[],25.0,0.0,0.0,0.0,2022-02-07,07:36:42,0.0,0.0,0.0,11.25
289,289,t2ORQdTTVw0,"Συνέντευξη στον ρ/στ ""ρεαλ"" | 04.02.2021",2022-02-04 09:34:37+00:00,📻Συνέντευξη στον ΡΕΑΛ  97.8 και στον δημοσιογράφο Νίκο Χατζηνικολάου,[],16.0,2.0,0.0,0.0,2022-02-04,09:34:37,0.125,0.0,0.0,7.7
290,290,bbDpE0-hfAQ,Ομιλία στην Βουλή | 03.02.2022,2022-02-03 11:38:38+00:00,"📌 Ομιλία μου στην Ολομέλεια της #Βουλής κατά την συζήτηση της Επίκαιρης Επερώτησης των Βουλευτών της Κ.Ο. του Κινήματος Αλλαγής προς τους Υπουργούς Οικονομικών, Ανάπτυξης και Επενδύσεων, Περιβάλλοντος και Ενέργειας, Αγροτικής Ανάπτυξης και Τροφίμων και Εργασίας και Κοινωνικών Υποθέσεων, με θέμα: «Πλήρης απραξία της Κυβέρνησης μπροστά στο τσουνάμι της ακρίβειας και της αισχροκέρδειας».",[],33.0,2.0,0.0,0.0,2022-02-03,11:38:38,0.06060606060606061,0.0,0.0,15.35
291,291,TOsTmwRZGLE,Ομιλία στην Βουλή | 01.02.2021,2022-02-01 19:38:44+00:00,➡️Ομιλία στην #Βουλή  για το νομοσχέδιο του Υπουργείου Ανάπτυξης για τον «Αναπτυξιακό Νόμο – Ελλάδα Ισχυρή Ανάπτυξη»,[],42.0,4.0,0.0,0.0,2022-02-01,19:38:44,0.09523809523809523,0.0,0.0,19.900000000000002
292,292,PaNM7fnhhIw,Συνέντευξη στον τ/στ Μεσόγειος TV |28.01.2022,2022-01-28 19:46:58+00:00,📺 Η συνέντευξή μου στο κεντρικό δελτίο ειδήσεων του τηλεοπτικού σταθμού ΜΕΣΟΓΕΙΟΣ και στον δημοσιογράφο Θάνο Τζιούβελη.,[],40.0,4.0,0.0,0.0,2022-01-28,19:46:58,0.1,0.0,0.0,19.0
293,293,oG62egc9RUs,Ομιλία στην Βουλή | 20.01.2021,2022-01-20 18:22:53+00:00,"📌Ομιλία στην #Βουλή ως κοινοβουλευτικός εκπρόσωπος του ΣΥ.ΡΙΖ.Α. στο νομοσχέδιο του Υπουργείου Ανάπτυξης για τον ""Εκσυγχρονισμό του δικαίου ανταγωνισμού για την ψηφιακή εποχή """,[],37.0,1.0,0.0,0.0,2022-01-20,18:22:53,0.02702702702702703,0.0,0.0,16.900000000000002
294,294,7JvzxXiB62I,"Συνέντευξη στην"" Ε.Ρ.Α. Καλαμάτας104.6"" και στην Μαρία Τομαρά |13.01.2022",2022-01-17 11:32:33+00:00,,[],15.0,2.0,0.0,0.0,2022-01-17,11:32:33,0.13333333333333333,0.0,0.0,7.25
295,295,qwfV2AoSSBo,"Συνέντευξη στο ""Κόκκινο105.5"" | 14.01.2022",2022-01-14 08:30:14+00:00,,[],21.0,1.0,0.0,0.0,2022-01-14,08:30:14,0.047619047619047616,0.0,0.0,9.700000000000001
296,296,RIKCWO8nAKs,"Συνέντευξη στο ""Kontra Channel"" | 11.01.2022",2022-01-11 21:43:01+00:00,▶️ Η κοινωνία χρειάζεται στήριξη που δεν βρίσκει από την ιδεοληπτική κυβέρνηση Μητσοτάκη,[],29.0,1.0,0.0,0.0,2022-01-11,21:43:01,0.034482758620689655,0.0,0.0,13.3
297,297,hO4cJqvdiVA,Συνέντευξη στον «Flash 99.4» Θεσσαλονίκης  | 05.01.2022,2022-01-05 13:56:27+00:00,"Η διπλή κρίση πανδημίας και ακρίβειας δεν αντιμετωπίζεται με τα κυβερνητικά ευχολόγια - Απαιτείται σχέδιο και στοχευμένες πολιτικές
➠ Συνέντευξη στον ρ/στ «Flash 99.4» Θεσσαλονίκης και στον Γιάννη Μαγκριώτη",[],18.0,1.0,0.0,0.0,2022-01-05,13:56:27,0.05555555555555555,0.0,0.0,8.35
298,298,1SZhhXZVK2g,"Συνέντευξη στο ""Κόκκινο 105.5"" | 04.01.2022",2022-01-04 13:39:09+00:00,"Η κυβέρνηση έχει χάσει κάθε έλεγχο στην διαχείριση της πανδημίας, οδηγώντας και την πραγματική οικονομία στην καταστροφή

➠Συνέντευξη στον ρ/στ ""Στο Κόκκινο 105.5"" και στον Κώστα Σαββόπουλο",[],32.0,2.0,0.0,0.0,2022-01-04,13:39:09,0.0625,0.0,0.0,14.9
299,299,hVXgmPxkQQo,Ομιλία στο Digital Economy Forum 2021,2021-12-20 12:40:13+00:00,,[],28.0,3.0,0.0,0.0,2021-12-20,12:40:13,0.10714285714285714,0.0,0.0,13.35
300,300,3vQf0068ZF4,"""Συνέντευξη στον τ/στ Mega TV"" | 17.12.2021",2021-12-17 06:14:54+00:00,"➡Συνέντευξη  στην εκπομπή ""Κοινωνία Ώρα Mega"" και στους δημοσιογράφους Ιορδάνη Χασαπόπουλο και  Ανθή Βούλγαρη",[],191.0,5.0,0.0,0.0,2021-12-17,06:14:54,0.02617801047120419,0.0,0.0,87.2
301,301,S3lDKF_LuJc,"Συνέντευξη στον ρ/στ ""Στο Κόκκινο 105,5"" | 15.012.2021",2021-12-16 08:05:30+00:00,"🎤Συνέντευξη Στο Κόκκινο 105,5 και στον δημοσιογράφο Γιώργο Τραπεζιώτη",[],17.0,1.0,0.0,0.0,2021-12-16,08:05:30,0.058823529411764705,0.0,0.0,7.9
302,302,Ir1_rEoTWS8,Ομιλία στην Βουλή για την  «Κύρωση του Κρατικού Προϋπολογισμού οικονομικού έτους 2022». | 30.07.2021,2021-12-14 20:25:14+00:00,📌 Η Ομιλία μου στην ολομέλεια της #Βουλής στη μόνη συζήτηση και ψήφιση επί του σχεδίου νόμου «Κύρωση του Κρατικού Προϋπολογισμού οικονομικού έτους 2022».,[],126.0,4.0,0.0,0.0,2021-12-14,20:25:14,0.031746031746031744,0.0,0.0,57.7
303,303,_weDnoj8UAc,"""Συζήτηση επίκαιρης ερώτησης ""| 13.12.2021",2021-12-13 11:51:18+00:00,➡Ομιλία στην #Βουλή κατά την συζήτηση επίκαιρης ερώτησής μου για την ανάγκη λήψης άμεσων μέτρων στήριξης των παραγωγών Κορινθιακής Σταφίδας.,[],49.0,1.0,0.0,0.0,2021-12-13,11:51:18,0.02040816326530612,0.0,0.0,22.3
304,304,tZrM_CpsXsw,"Συνέντευξη στον τ/στ "" ΙΟΝΙΑΝ"" | 10.12.2021",2021-12-10 18:55:13+00:00,▶️ Συνέντευξη στο κεντρικό δελτίο ειδήσεων του ΙΟΝΙΑΝ και στον δημοσιογράφο Γιάννη Πομώνη,[],15.0,1.0,0.0,0.0,2021-12-10,18:55:13,0.06666666666666667,0.0,0.0,7.0
305,305,PMxKJH3-S8Q,Ομιλία στο συνέδριο της Ευρωομάδας της Αριστεράς για τις Πολιτικές Ανάκαμψης | 09.12.2021,2021-12-10 08:20:48+00:00,Η Ευρώπη δεν μπορεί να επιστρέψει στη λιτότητα - Το Σύμφωνο Σταθερότητας πρέπει να μετατραπεί σε Σύμφωνο Σύγκλισης και Βιώσιμης Ανάπτυξης,[],26.0,1.0,0.0,0.0,2021-12-10,08:20:48,0.038461538461538464,0.0,0.0,11.950000000000001
306,306,HxyCGZQcLZY,Ομιλία στην Βουλή | 09.12.2021,2021-12-09 16:29:52+00:00,"📌 Ομιλία μου στην Ολομέλεια της #Βουλής κατά την μόνη συζήτηση και ψήφιση επί της αρχής, των άρθρων και του συνόλου του σχεδίου νόμου: «Δίκαιη Αναπτυξιακή Μετάβαση και ρύθμιση ειδικότερων ζητημάτων απολιγνιτοποίησης».",[],21.0,3.0,0.0,0.0,2021-12-09,16:29:52,0.14285714285714285,0.0,0.0,10.200000000000001
307,307,XVhwXqVWpFc,"Συνέντευξη στον τ/στ ""Star Κεντρικής Ελλάδας"" | 08.12.2021",2021-12-08 21:56:56+00:00,"""Η κυβέρνηση κλείνει την στρόφιγγα σε πολύ σημαντικές χρηματοδοτήσεις που έχει ανάγκη η ελληνική οικονομία""

➡Συνέντευξη στο κεντρικό δελτίο ειδήσεων του ""Star Κεντρικής Ελλάδας"" και στην Λένα Παρασκευά",[],32.0,2.0,0.0,0.0,2021-12-08,21:56:56,0.0625,0.0,0.0,14.9
308,308,wyXI4-kqOx8,"""Συζήτηση επίκαιρης ερώτησης ""| 08.12.2021",2021-12-08 09:18:33+00:00,"➡Ομιλία στην #Βουλή κατά την συζήτηση επίκαιρης ερώτησής μου  ""Για το πάγωμα στις πληρωμών του ΕΣΠΑ από την #κυβέρνηση""",[],57.0,1.0,0.0,0.0,2021-12-08,09:18:33,0.017543859649122806,0.0,0.0,25.900000000000002
309,309,uJTBI5sMrog,"Συνέντευξη στον ρ/στ ""Στο Κόκκινο 105,5"" | 07.012.2021",2021-12-07 19:09:31+00:00,"🎤Συνέντευξη Στο Κόκκινο 105,5 και στην δημοσιογράφο Βούλα Κεχαγιά",[],8.0,0.0,0.0,0.0,2021-12-07,19:09:31,0.0,0.0,0.0,3.6
310,310,rSXleZNmc_k,"Συνέντευξη στον ρ/στ ""ΠΡΩΤΟ ΠΡΟΓΡΑΜΜΑ"" | 03.12.12.2021",2021-12-03 09:27:58+00:00,🎤Συνέντευξη μου στο Πρώτο Πρόγραμμα - ΕΡΤ και στον δημοσιογράφο Αλφόνσο Βιτάλη,[],13.0,0.0,0.0,0.0,2021-12-03,09:27:58,0.0,0.0,0.0,5.8500000000000005
311,311,yexKigH0MWo,"Συνέντευξη στον τ/στ ""ΜΠΕΣΤ""  Καλαμάτας | 02.12.2021",2021-12-02 19:42:48+00:00,➡ Ζωντανά η συνέντευξή μου στον τ/στ  ΜΠΕΣΤ και στον Θέμη Κανελλοπουλο,[],10.0,1.0,0.0,0.0,2021-12-02,19:42:48,0.1,0.0,0.0,4.75
312,312,3OaLd0s_h1w,Ομιλία στην Βουλή | 30.11.2021,2021-11-30 16:12:35+00:00,"📌 Ομιλία μου στη #Βουλή ως κοινοβουλευτικός εκπρόσωπος του ΣΥ.ΡΙΖ.Α.  στη Μόνη συζήτηση και ψήφιση επί της αρχής, των άρθρων και του συνόλου του σχεδίου νόμου: «Στρατηγικές επενδύσεις και βελτίωση του επενδυτικού περιβάλλοντος μέσω της επιτάχυνσης διαδικασιών στις ιδιωτικές και στρατηγικές επενδύσεις και δημιουργία πλαισίου για τις εταιρείες τεχνοβλαστούς».",[],22.0,0.0,0.0,0.0,2021-11-30,16:12:35,0.0,0.0,0.0,9.9
313,313,nwdLbUcexgE,"""Συζήτηση επίκαιρης ερώτησης ""| 29.11.2021",2021-11-29 18:19:00+00:00,"➡Ομιλία στην #Βουλή κατά την συζήτηση επίκαιρης ερώτησής μου για το ""Ταμείο Ανάκαμψης""",[],16.0,0.0,0.0,0.0,2021-11-29,18:19:00,0.0,0.0,0.0,7.2
314,314,8G5kY2Oi13k,Alexis Charitsis Live Stream,2021-11-29 18:00:05+00:00,,[],0.0,0.0,0.0,0.0,2021-11-29,18:00:05,,,,0.0
315,315,NC9AO5Dp-8Q,"Ομιλία στην ""Διαρκής Επιτροπή Οικονομικών Υποθέσεων"" | 26.11.2021",2021-11-26 09:07:49+00:00,Ομιλία στην Επιτροπή Οικονομικών για τον Προϋπολογισμό του 2022,[],30.0,2.0,0.0,0.0,2021-11-26,09:07:49,0.06666666666666667,0.0,0.0,14.0
316,316,w_H_vbTy0js,"Συνέντευξη στον ρ/στ ""Στο Κόκκινο 105,5"" | 23.11.2021",2021-11-23 12:45:34+00:00,"🎤Συνέντευξη Στο Κόκκινο 105,5 και στον δημοσιογράφο Δημήτρη Κουκλουμπέρη",[],4.0,1.0,0.0,0.0,2021-11-23,12:45:34,0.25,0.0,0.0,2.05
317,317,Debk2CnVP-0,Ομιλία στην Βουλή | 19.11.2021,2021-11-19 11:21:09+00:00,"📌 Η Ομιλία μου στην ολομέλεια της #Βουλής για την Επερώτηση του Προέδρου κ. Αλέξη Τσίπρα και ογδόντα πέντε (85) Βουλευτών της Κοινοβουλευτικής Ομάδας ΣΥ.ΡΙΖ.Α. , με θέμα «Γιατί υπογράψατε με προκλητική αύξηση του κόστους – ακόμα και σε σύγκριση με τους αρχικούς δικούς σας   υπολογισμούς – τη Συμφωνία για το Διεθνές Κέντρο Αεροπορικής Εκπαίδευσης της Πολεμικής Αεροπορίας στην Καλαμάτα»",[],79.0,0.0,0.0,0.0,2021-11-19,11:21:09,0.0,0.0,0.0,35.550000000000004
318,318,G2DcMvCe958,"Συνέντευξη στον τ/στ ""Open TV"" | 10.11.2021",2021-11-10 07:35:33+00:00,"➡Αντί να παρουσιάσει επιτέλους ένα σχέδιο αντιμετώπισης της εθνικής κρίσης που βιώνουμε, ο πρωθυπουργός επιτίθεται στην αξιωματική αντιπολίτευση",[],44.0,0.0,0.0,0.0,2021-11-10,07:35:33,0.0,0.0,0.0,19.8
319,319,T6tz7okd9bo,"Συνέντευξη στον ρ/στ ""ΡΕΑΛ ΦΜ"" | 09.11.2021",2021-11-09 09:31:29+00:00,"📻Συνέντευξη στον  ΡΕΑΛ 97,8 και στους δημοσιογράφους Νίκο Χατζηνικολάου & Αντώνη Δελλατόλα",[],41.0,1.0,0.0,0.0,2021-11-09,09:31:29,0.024390243902439025,0.0,0.0,18.7
320,320,jKlR8Z4R7oI,"Συνέντευξης στον τ/στ "" ΦΛΑΣ""  με  τον Θόδωρο Καρυπίδη",2021-11-05 15:28:58+00:00,,[],17.0,0.0,0.0,0.0,2021-11-05,15:28:58,0.0,0.0,0.0,7.65
321,321,Fl4C_gRN-gU,"""Ομιλία στη Βουλή επί του νομοσχεδίου για τις λαϊκές αγορές"" | 01.11.2021",2021-11-01 18:37:29+00:00,📌 Η εικονική πραγματικότητα της κυβέρνησης συγκρούεται με την καταστροφική έξαρση της πανδημίας και τις εκρηκτικές αυξήσεις για νοικοκυριά και επιχειρήσεις,[],25.0,1.0,0.0,0.0,2021-11-01,18:37:29,0.04,0.0,0.0,11.5
322,322,4tRt5AQMx0s,"Παρέμβασή στην ""Διαρκής Επιτροπή Παραγωγής και Εμπορίου""|21.10.2021",2021-10-22 08:00:19+00:00,"Η συζήτηση με τον Υπουργό Ανάπτυξης κ. Γεωργιάδη και τον Αναπληρωτή Υπουργό κ. Παπαθανάση στη σημερινή συνεδρίαση στη #Βουλή  για τις λαϊκές αγορές μετατοπίστηκε σε συνολικότερα ζητήματα: μνημόνια, χρέος, δημοσιονομική προσαρμογή και φορολογία, ανάπτυξη.",[],10.0,0.0,0.0,0.0,2021-10-22,08:00:19,0.0,0.0,0.0,4.5
323,323,mEoylfJ__XY,"Συνέντευξη στον τ/στ ""ΙΟΝΙΑΝ ""| 21.10.2021",2021-10-21 19:13:13+00:00,▶️ Συνέντευξη στο κεντρικό δελτίο ειδήσεων του ΙΟΝΙΑΝ  και στον δημοσιογράφο Γιάννη Πομώνη,[],7.0,1.0,0.0,0.0,2021-10-21,19:13:13,0.14285714285714285,0.0,0.0,3.4
324,324,raTqjhFLYwY,"""Συνέντευξη στο διεθνές Συνέδριο Olympia Forum ΙI"" | 21.10.2021",2021-10-21 15:11:53+00:00,,[],44.0,1.0,0.0,0.0,2021-10-21,15:11:53,0.022727272727272728,0.0,0.0,20.05
325,325,g1uLSmsRssE,"Συνέντευξη στο τ/στ ""Kontra Channel"" | 18.10.2021",2021-10-18 21:25:31+00:00,"""Αν δεν ληφθούν τώρα μέτρα ανάσχεσης της ακρίβειας, οι επιπτώσεις θα είναι ανυπολόγιστες""
➡Συνέντευξη στο Κεντρικό Δελτίο Ειδήσεων του ""Kontra Channel"" και στον Γιώργο Μελλιγγώνη",[],13.0,0.0,0.0,0.0,2021-10-18,21:25:31,0.0,0.0,0.0,5.8500000000000005
326,326,uQZbZsAUDSg,"Ομιλία στην ""Διαρκής Επιτροπή Παραγωγής και Εμπορίου""|18.10.2021",2021-10-18 18:47:09+00:00,➡ Ομιλία στη #Βουλή  κατά την  1η συνεδρίαση της Επιτροπής Παραγωγής και Εμπορίου επί του νομοσχεδίου του υπουργείου Ανάπτυξης για το Υπαίθριο Εμπόριο,[],34.0,0.0,0.0,0.0,2021-10-18,18:47:09,0.0,0.0,0.0,15.3
327,327,oPQz2vKA8ag,"""Συζήτηση επίκαιρης ερώτησης  ""| 18.10.2021",2021-10-18 13:38:34+00:00,➡Ομιλία στην #Βουλή κατά την συζήτηση επίκαιρης ερώτησης για τη συρρίκνωση των σχολικών μονάδων στη Μεσσηνία.,[],60.0,1.0,0.0,0.0,2021-10-18,13:38:34,0.016666666666666666,0.0,0.0,27.25
328,328,dO-KSUVHHbo,«Ντρέδες: Στην πρώτη γραμμή της Ελληνικής Παλιγγενεσίας»,2021-10-17 11:04:30+00:00,"Χαιρετισμός: Στην εκδήλωση ιστορικού περιεχομένου προς τιμήν των θρυλικών Ντρέδων με θέμα: «Ντρέδες: Στην πρώτη γραμμή της Ελληνικής Παλιγγενεσίας», που πραγματοποιήθηκε την Τετάρτη 13 Οκτωβρίου 2021, στην αίθουσα Χρήστος Λαμπράκης στο Μέγαρο Μουσικής Αθηνών",[],71.0,2.0,0.0,0.0,2021-10-17,11:04:30,0.028169014084507043,0.0,0.0,32.45
329,329,r-tYPZZ0aJs,"Συνέντευξη στον ρ/στ ""ΡΕΑΛ ΦΜ"" | 16.10.2021",2021-10-16 10:00:34+00:00,📻Συνέντευξη στον  ΡΕΑΛ ΦΜ 97.8 και στους δημοσιογράφους Αμαλία Κάτζου & Δημήτρη Μιχαλέλη,[],40.0,0.0,0.0,0.0,2021-10-16,10:00:34,0.0,0.0,0.0,18.0
330,330,8C2sO_WETR8,"📻 Συνέντευξη στον ""ΦΛΑΣ 99,4""| 01.10.2021",2021-10-01 06:43:04+00:00,"📻 Συνέντευξη στον ""ΦΛΑΣ 99,4""και στον Λάζαρο Θεοδωρακίδη",[],26.0,0.0,0.0,0.0,2021-10-01,06:43:04,0.0,0.0,0.0,11.700000000000001
331,331,kgrGGxPnZE4,"Ομιλία στο ""Ν/Σ για κύρωση συμφωνίας τροποποίησης ΟΛΠ"" | 29.09.2021",2021-09-29 14:58:08+00:00,➡Ομιλία στην #Βουλή για την τροποποίηση της σύμβασης παραχώρησης για το Λιμάνι του Πειραιά,[],26.0,1.0,0.0,0.0,2021-09-29,14:58:08,0.038461538461538464,0.0,0.0,11.950000000000001
332,332,p-mTQGkUcG4,"Συνέντευξη στον ρ/στ ""Πειραιάς Κανάλι 1"" | 28.09.2021",2021-09-28 07:28:56+00:00,,[],15.0,0.0,0.0,0.0,2021-09-28,07:28:56,0.0,0.0,0.0,6.75
333,333,oHHrrGnRn3E,➡ Ζωντανά η συνέντευξή μου στον τ/στ Μπεστ  και στον Θέμη Κανελλοπουλο,2021-09-27 16:49:37+00:00,,[],11.0,0.0,0.0,0.0,2021-09-27,16:49:37,0.0,0.0,0.0,4.95
334,334,F2MnpmLRy2Q,"Δευτερολογία ""Συζήτηση επίκαιρης επερώτησης για αυξήσεις ""| 27.09.2021",2021-09-27 16:46:14+00:00,"Δευτερολογία μου στην #Βουλή κατά την συζήτηση επίκαιρης επερώτησης 56 βουλευτών του #ΣΥΡΙΖΑ για τις ανατιμήσεις σε ενέργεια, είδη διατροφής και πρώτες ύλες",[],9.0,1.0,0.0,0.0,2021-09-27,16:46:14,0.1111111111111111,0.0,0.0,4.3
335,335,pEPsFWKACkE,"""Συζήτηση επίκαιρης επερώτησης 56 βουλευτών του ΣΥΡΙΖΑ - ΠΣ για τις ανατιμήσεις | 27.09.2021",2021-09-27 10:45:10+00:00,⭕ Η κυβέρνηση αδυνατεί να αντιμετωπίσει τις  εκρηκτικές αυξήσεις γιατί είναι δέσμια των ιδεολογικών εμμονών της περί αυτορρύθμισης της αγοράς,[],127.0,0.0,0.0,0.0,2021-09-27,10:45:10,0.0,0.0,0.0,57.15
336,336,1QpAbESfeTY,"Συνέντευξη στον ρ/στ ""Στο Κόκκινο 105,5"" | 23.09.2021",2021-09-23 13:05:08+00:00,"🎤Συνέντευξη Στο Κόκκινο 105,5 και στον δημοσιογράφο Στάθη Σχινά",[],13.0,1.0,0.0,0.0,2021-09-23,13:05:08,0.07692307692307693,0.0,0.0,6.1000000000000005
337,337,mnjTtBzmKI8,"Συνέντευξη στον τ/στ ""Star Κεντρικής Ελλάδας"" | 22.09.2021",2021-09-22 21:17:48+00:00,"➡Η κυβέρνηση να αφήσει στην άκρη τις εμμονές περί αυτορρύθμισης της αγοράς, αλλιώς τα φαινόμενα των ανατιμήσεων θα λάβουν την μορφή χιονοστιβάδας",[],17.0,0.0,0.0,0.0,2021-09-22,21:17:48,0.0,0.0,0.0,7.65
338,338,9jTyTWIdenw,"Συνέντευξη στον ρ/στ ""Αθήνα 9.84"" | 20.09.2021",2021-09-20 11:52:50+00:00,"➡Συνέντευξη στο κεντρικό δελτίο ειδήσεων του ρ/στ ""Αθήνα 9.84"" και στην δημοσιογράφο Κατερίνα Παπαβασιλείου",[],10.0,1.0,0.0,0.0,2021-09-20,11:52:50,0.1,0.0,0.0,4.75
339,339,YVuHCq77paE,"Συνέντευξη στον τ/στ ""Open TV"" | 20.09.2021",2021-09-20 07:20:31+00:00,📺Ζωντανά η συνέντευξή μου στον τ/στ OPEN - Το Ανοιχτό Κανάλι και στους δημοσιογράφους Άκη Παυλόπουλο και Ευλαμπία Ρέβη,[],110.0,3.0,0.0,1.0,2021-09-20,07:20:31,0.02727272727272727,0.00909090909090909,0.0,50.45
340,340,naDANuGQCac,"📻Συνέντευξη στον ΡΕΑΛ  97,8  | 17.09.2021",2021-09-17 08:37:29+00:00,"📻Συνέντευξη στον ΡΕΑΛ  97,8 και στους δημοσιογράφους Νίκο Χατζηνικολάου & Αντώνη Δελλατόλα",[],15.0,1.0,0.0,0.0,2021-09-17,08:37:29,0.06666666666666667,0.0,0.0,7.0
341,341,xxTsLcX2FjM,"Συνέντευξη στον τ/στ ""Μεσόγειος TV"" |16.09.2021",2021-09-16 18:44:39+00:00,"TV» |16.09.2021
📺 Η συνέντευξή μου στο κεντρικό δελτίο ειδήσεων του τηλεοπτικού σταθμού Μεσόγειος TV",[],14.0,0.0,0.0,0.0,2021-09-16,18:44:39,0.0,0.0,0.0,6.3
342,342,s9SJ8vrVUcs,"Συνέντευξη στον τ/στ ""Ιονιαν ""| 15.09.2021",2021-09-15 17:18:58+00:00,"▶️ Συνέντευξη στο κεντρικό δελτίο ειδήσεων του ""Ιονιαν "" και στον δημοσιογράφο Γιάννη Πομώνη",[],15.0,0.0,0.0,0.0,2021-09-15,17:18:58,0.0,0.0,0.0,6.75
343,343,69TrZPe4v8E,"Συνέντευξη στον ρ/στ ""ΦΛΑΣ 99.4"" | 14.09.2021",2021-09-15 11:53:03+00:00,Συνέντευξη στον ΦΛΑΣ 99.4  και στον Γιάννη Μαγκριώτη,[],16.0,0.0,0.0,0.0,2021-09-15,11:53:03,0.0,0.0,0.0,7.2
344,344,ay7QiXj7CoA,"Συνέντευξη στον ρ/στ ""Στο Κόκκινο Θεσσαλονίκης 91,4 "" | 14.09.2021",2021-09-15 06:41:44+00:00,"📻Συνέντευξη  Στο Κόκκινο Θεσσαλονίκης 91,4  και στον δημοσιογράφο Απόστολο Λυκεσά",[],34.0,2.0,0.0,0.0,2021-09-15,06:41:44,0.058823529411764705,0.0,0.0,15.8
345,345,MoELCMYK4nk,Ομιλία  στο THESSALONIKI HELEXPO FORUM 2021 | 14.09.2021,2021-09-14 18:37:54+00:00,Δεν θα συναινέσουμε σε λογικές  εσωτερικής υποτίμησης που οδήγησαν την χώρα στην χρεοκοπία. Μιλάμε για ένα άλλο παραγωγικό μοντέλο που αφορά στο σύνολο της παραγωγικής βάσης της χώρας.,[],9.0,0.0,0.0,0.0,2021-09-14,18:37:54,0.0,0.0,0.0,4.05
346,346,ArZmHR_70Mo,"Συνέντευξη στον τ/στ ""Atlas TV"" | 13.09.2021",2021-09-13 20:24:23+00:00,"Συνέντευξη στην εκπομπή ""Οι Απέναντι"" του τ/στ ""Atlas TV"" της Κεντρικής Μακεδονίας, και στους δημοσιογράφους Σταύρο Οραήλογλου και Χρήστο Τσαλικίδης",[],47.0,1.0,0.0,0.0,2021-09-13,20:24:23,0.02127659574468085,0.0,0.0,21.400000000000002
347,347,Wo_zqppafos,"Συνέντευξη στον ρ/στ ""ΠΡΩΤΟ ΠΡΟΓΡΑΜΜΑ"" | 13.09.2021",2021-09-13 06:41:04+00:00,🎤Συνέντευξη μου στο Πρώτο Πρόγραμμα - ΕΡΤ και στους δημοσιογράφους Μαρία Γεωργίου & Γιώργο Πίκουλα,[],22.0,1.0,0.0,0.0,2021-09-13,06:41:04,0.045454545454545456,0.0,0.0,10.15
