,Id,Title,Published_Date,Description,Tags,Views,Likes,Dislikes,Comments
332,p-mTQGkUcG4,"Συνέντευξη στον ρ/στ ""Πειραιάς Κανάλι 1"" | 28.09.2021",2021-09-28T07:28:56Z,,[],15.0,0.0,0.0,0.0
333,oHHrrGnRn3E,➡ Ζωντανά η συνέντευξή μου στον τ/στ Μπεστ  και στον Θέμη Κανελλοπουλο,2021-09-27T16:49:37Z,,[],11.0,0.0,0.0,0.0
334,F2MnpmLRy2Q,"Δευτερολογία ""Συζήτηση επίκαιρης επερώτησης για αυξήσεις ""| 27.09.2021",2021-09-27T16:46:14Z,"Δευτερολογία μου στην #Βουλή κατά την συζήτηση επίκαιρης επερώτησης 56 βουλευτών του #ΣΥΡΙΖΑ για τις ανατιμήσεις σε ενέργεια, είδη διατροφής και πρώτες ύλες",[],9.0,1.0,0.0,0.0
335,pEPsFWKACkE,"""Συζήτηση επίκαιρης επερώτησης 56 βουλευτών του ΣΥΡΙΖΑ - ΠΣ για τις ανατιμήσεις | 27.09.2021",2021-09-27T10:45:10Z,⭕ Η κυβέρνηση αδυνατεί να αντιμετωπίσει τις  εκρηκτικές αυξήσεις γιατί είναι δέσμια των ιδεολογικών εμμονών της περί αυτορρύθμισης της αγοράς,[],127.0,0.0,0.0,0.0
336,1QpAbESfeTY,"Συνέντευξη στον ρ/στ ""Στο Κόκκινο 105,5"" | 23.09.2021",2021-09-23T13:05:08Z,"🎤Συνέντευξη Στο Κόκκινο 105,5 και στον δημοσιογράφο Στάθη Σχινά",[],13.0,1.0,0.0,0.0
337,mnjTtBzmKI8,"Συνέντευξη στον τ/στ ""Star Κεντρικής Ελλάδας"" | 22.09.2021",2021-09-22T21:17:48Z,"➡Η κυβέρνηση να αφήσει στην άκρη τις εμμονές περί αυτορρύθμισης της αγοράς, αλλιώς τα φαινόμενα των ανατιμήσεων θα λάβουν την μορφή χιονοστιβάδας",[],17.0,0.0,0.0,0.0
338,9jTyTWIdenw,"Συνέντευξη στον ρ/στ ""Αθήνα 9.84"" | 20.09.2021",2021-09-20T11:52:50Z,"➡Συνέντευξη στο κεντρικό δελτίο ειδήσεων του ρ/στ ""Αθήνα 9.84"" και στην δημοσιογράφο Κατερίνα Παπαβασιλείου",[],10.0,1.0,0.0,0.0
339,YVuHCq77paE,"Συνέντευξη στον τ/στ ""Open TV"" | 20.09.2021",2021-09-20T07:20:31Z,📺Ζωντανά η συνέντευξή μου στον τ/στ OPEN - Το Ανοιχτό Κανάλι και στους δημοσιογράφους Άκη Παυλόπουλο και Ευλαμπία Ρέβη,[],110.0,3.0,0.0,1.0
340,naDANuGQCac,"📻Συνέντευξη στον ΡΕΑΛ  97,8  | 17.09.2021",2021-09-17T08:37:29Z,"📻Συνέντευξη στον ΡΕΑΛ  97,8 και στους δημοσιογράφους Νίκο Χατζηνικολάου & Αντώνη Δελλατόλα",[],15.0,1.0,0.0,0.0
341,xxTsLcX2FjM,"Συνέντευξη στον τ/στ ""Μεσόγειος TV"" |16.09.2021",2021-09-16T18:44:39Z,"TV» |16.09.2021
📺 Η συνέντευξή μου στο κεντρικό δελτίο ειδήσεων του τηλεοπτικού σταθμού Μεσόγειος TV",[],14.0,0.0,0.0,0.0
342,s9SJ8vrVUcs,"Συνέντευξη στον τ/στ ""Ιονιαν ""| 15.09.2021",2021-09-15T17:18:58Z,"▶️ Συνέντευξη στο κεντρικό δελτίο ειδήσεων του ""Ιονιαν "" και στον δημοσιογράφο Γιάννη Πομώνη",[],15.0,0.0,0.0,0.0
343,69TrZPe4v8E,"Συνέντευξη στον ρ/στ ""ΦΛΑΣ 99.4"" | 14.09.2021",2021-09-15T11:53:03Z,Συνέντευξη στον ΦΛΑΣ 99.4  και στον Γιάννη Μαγκριώτη,[],16.0,0.0,0.0,0.0
344,ay7QiXj7CoA,"Συνέντευξη στον ρ/στ ""Στο Κόκκινο Θεσσαλονίκης 91,4 "" | 14.09.2021",2021-09-15T06:41:44Z,"📻Συνέντευξη  Στο Κόκκινο Θεσσαλονίκης 91,4  και στον δημοσιογράφο Απόστολο Λυκεσά",[],34.0,2.0,0.0,0.0
345,MoELCMYK4nk,Ομιλία  στο THESSALONIKI HELEXPO FORUM 2021 | 14.09.2021,2021-09-14T18:37:54Z,Δεν θα συναινέσουμε σε λογικές  εσωτερικής υποτίμησης που οδήγησαν την χώρα στην χρεοκοπία. Μιλάμε για ένα άλλο παραγωγικό μοντέλο που αφορά στο σύνολο της παραγωγικής βάσης της χώρας.,[],9.0,0.0,0.0,0.0
346,ArZmHR_70Mo,"Συνέντευξη στον τ/στ ""Atlas TV"" | 13.09.2021",2021-09-13T20:24:23Z,"Συνέντευξη στην εκπομπή ""Οι Απέναντι"" του τ/στ ""Atlas TV"" της Κεντρικής Μακεδονίας, και στους δημοσιογράφους Σταύρο Οραήλογλου και Χρήστο Τσαλικίδης",[],47.0,1.0,0.0,0.0
347,Wo_zqppafos,"Συνέντευξη στον ρ/στ ""ΠΡΩΤΟ ΠΡΟΓΡΑΜΜΑ"" | 13.09.2021",2021-09-13T06:41:04Z,🎤Συνέντευξη μου στο Πρώτο Πρόγραμμα - ΕΡΤ και στους δημοσιογράφους Μαρία Γεωργίου & Γιώργο Πίκουλα,[],22.0,1.0,0.0,0.0
348,qiDxlYw4CpI,"Συνέντευξη στο Κεντρικό Δελτίο Ειδήσεων του 'Kontra Channel"" | 08.09.2021",2021-09-08T21:02:49Z,"Έστω και στο ‘και πέντε’, η κυβέρνηση πρέπει να λάβει μέτρα για τις εκρηκτικές αυξήσεις των τιμών, που πλήττουν ασύμμετρα τις τα λαϊκά στρώματα, τις μικρομεσαίες επιχειρήσεις και τους ασθενέστερους συμπολίτες μας",[],36.0,0.0,0.0,0.0
349,63utiS4Z6ko,Δήλωση (On camera) για την εκρηκτική αύξηση των τιμών,2021-09-08T11:10:11Z,Η αδράνεια της κυβέρνησης Μητσοτάκη στην εκρηκτική αύξηση των τιμών απειλεί την ελληνική κοινωνία,[],51.0,1.0,0.0,0.0
350,dVpr09CCPmk,"➡Συνέντευξη στον Αλφα 98,9 | 07.09.2021",2021-09-07T14:50:53Z,,[],16.0,1.0,0.0,0.0
351,A8KaygFIP-w,ΧΑΡΙΤΣΗΣ ΚΑΡΑΜΑΝΛΗΣ 06 09 2021,2021-09-06T12:45:15Z,ΣΥΖΗΤΗΣΗ ΕΠΙΚΑΙΡΗΣ ΚΑΛΟ ΝΕΡΟ-ΤΣΑΚΩΝΑ,[],61.0,0.0,0.0,0.0
352,86gHbGCooV8,"Συνέντευξη στο ρ/στ ""Στο Κόκκινο 105,5"" | 03.09.2021",2021-09-03T07:20:38Z,,[],43.0,2.0,0.0,0.0
353,aAqXpBSYsuA,"Συνέντευξη στον ρ/στ ""ΆΛΦΑ 9,89"" | 31.08.2021",2021-08-31T12:42:53Z,,[],25.0,1.0,0.0,0.0
354,_V5I7Zr9CRc,26.08.2021,2021-08-26T06:52:48Z,,[],4.0,1.0,0.0,0.0
355,_ZVksPNbtFM,"Συνέντευξη στον ρ/στ ""ρεαλ φμ"" | 24.08.2021",2021-08-24T09:10:25Z,📻Συνέντευξη στον δημοσιογράφο Γιάννη Παπαδόπουλο 📌,[],23.0,0.0,0.0,0.0
356,7qD-Krq9XYU,"Συνέντευξη στον ρ/στ ""Στο Κόκκινο 105,5"" | 12.08.2021",2021-08-12T12:45:48Z,"|Ζωντανά η συνέντευξή μου Στο Στο Κόκκινο 105,5 και στους δημοσιογράφος Άγγελο Τσέκερη & Γιώργο Κυρίτση",[],25.0,0.0,0.0,0.0
357,s1dB7CwYs9Q,Ομιλία στην Βουλή για το Ταμείο Ανάκαμψης | 30.07.2021,2021-07-30T08:50:20Z,"|Ομιλία στην μόνη συζήτηση και ψήφιση επί της αρχής, των άρθρων και του συνόλου του σχεδίου νόμου: «Κύρωση της Σύμβασης Χρηματοδότησης μεταξύ της Ευρωπαϊκής Επιτροπής και της Ελληνικής Δημοκρατίας, της Δανειακής Σύμβασης μεταξύ της Ευρωπαϊκής Επιτροπής και της Ελληνικής Δημοκρατίας και των παραρτημάτων τους».",[],63.0,2.0,0.0,0.0
358,O5WqcifmNs4,➡ Ταμείο Ανάκαμψης - Εισήγηση μου στην κοινή συνεδρίαση των Επιτροπών της #Βουλής,2021-07-28T12:05:43Z,"Η #κυβέρνηση της #ΝΔ σπαταλά μια ιστορική ευκαιρία για την κοινωνική και οικονομική ανασύνταξη της χώρας, μετατρέποντας το #Ταμείο_Ανάκαμψης σε εργαλείο ενίσχυσης των λίγων και ισχυρών, καταδικάζοντας την χώρα σε απαρχαιωμένα νεοφιλελεύθερα δόγματα 

📌Προχώρησε στη σύνταξη του σχεδίου χωρίς καμία ουσιαστική συζήτηση με την κοινωνία και τις παραγωγικές τάξεις της χώρας, νομοθετώντας αποκλειστικά και μόνο με τροπολογίες της τελευταίας στιγμή 

📌Αναπαράγει μια λίστα έργων που δεν συνιστούν ένα ολοκληρωμένο αναπτυξιακό σχεδιασμό με θετικό κοινωνικό αποτύπωμα
 
📌Αντί να αξιοποιήσει την Αναπτυξιακή Τράπεζα για την σχεδιασμένη χρηματοδότηση των πιο παραγωγικών κλάδων της ελληνικής οικονομίας, εφαρμόζει τραπεζικά κριτήρια στη δανειοδότηση, αποκλείοντας την συντριπτική πλειονότητα των ελληνικών επιχειρήσεων 

📌Ανακυκλώνει ένα αποτυχημένο και παρωχημένο μοντέλο ανάπτυξης , που στηρίζεται στη μεταβίβαση δημόσιων πόρων σε ιδιωτικά συμφέροντα 

📌Είναι η μόνη κυβέρνηση στην ΕΕ που συνέδεσε το Ταμείο Ανάκαμψης με αντικοινωνικά προαπαιτούμενα, όπως στα εργασιακά ΣΥ.ΡΙΖ.Α.: Καταθέτουμε πρόταση για την δημιουργία διακομματικής, κοινοβουλευτικής Επιτροπής Παρακολούθησης του Ταμείου Ανάκαμψης - Θα χρησιμοποιήσουμε όλα τα διαθέσιμα εργαλεία για να διασφαλίσουμε ότι τα κονδύλια θα πάνε εκεί που πρέπει",[],48.0,5.0,0.0,0.0
359,hvpdP8D4F-c,Συνέντευξη στον τ/στ Μεσόγειος TV |22.07.2021,2021-07-23T08:12:40Z,"➢ Η κυβέρνηση αντί να επιδιώξει την κοινωνική συναίνεση δημιουργεί, με το σοβαρό έλλειμα σχεδιασμού που επέδειξε στο πρόγραμμα εμβολιασμών, διχασμό  στην ελληνική κοινωνία.

➢ Καλούμε όλους τους πολίτες να εμβολιαστούν ώστε να προστατεύσουν τον εαυτό τους και την δημόσια υγεία. Η υποχρεωτικότητα συνιστά έσχατη λύση, που δεν μπορεί να καταπατά συνταγματικές ελευθερίες και το δικαίωμα των πολιτών στην εργασία.

➢ Για την κυβέρνηση η «κανονικότητα» στην οικονομία επιστρέφει μόνο για τις υποχρεώσεις και όχι για τα έσοδα των επιχειρήσεων. Επιβάλλεται να συνεχισθούν και να επεκταθούν τα μέτρα στήριξης στις πληγείσες επιχειρήσεις εν όψει του δύσκολου χειμώνα που έρχεται.

➢ Εκτός χρηματοδότησης στη συντριπτική τους πλειονότητα οι μικρομεσαίες επιχειρήσεις από τους πόρους του Ταμείου Ανάκαμψης. Η κυβέρνηση επιλέγει οι πόροι του Ταμείου να κατευθυνθούν μόνο σε μεγάλους επιχειρηματικούς ομίλους.

➢ Η περιοδεία ρουτίνας του κ. Μητσοτάκη στην Μεσσηνία δεν προσέφερε απολύτως τίποτα. Επικρατεί πρωτοφανής στασιμότητα σε όλα τα μεγάλα έργα του νομού μας, μετά από δύο ολόκληρα χρόνια κυβερνητικής θητείας της ΝΔ.

➢ Ο ΣΥΡΙΖΑ-ΠΣ συζητά και συνδιαμορφώνει με τους πολίτες σε όλη την Ελλάδα το πρόγραμμα του, φιλοδοξώντας να απαντήσει στις ανάγκες της κοινωνικής πλειοψηφίας. Στην ελληνική κοινωνία πρέπει να επιστρέψει η ελπίδα και όχι να κυριαρχήσει ο φόβος.",[],9.0,2.0,0.0,0.0
360,IgTurO-1_y4,"Συνέντευξη στον ρ/στ ""Αθήνα 9.84"" | 16.07.2021",2021-07-16T07:16:24Z," Εκτός κυβερνητικού σχεδίου για το Ταμείο Ανάκαμψης οι μικρομεσαίες
επιχειρήσεις και οι Περιφέρειες
 Επιβάλλεται να υπάρξει παραγωγή εγχώριας προστιθέμενης αξίας και όχι εκτίναξη
των εισαγωγών, όπως έγινε στο παρελθόν
 Η επιλογή της κυβέρνησης Μητσοτάκη οι πόροι του Ταμείου Ανάκαμψης να
περνούν μόνο μέσω των συστημικών Τραπεζών, οδηγεί την συντριπτική
πλειονότητα των ελληνικών επιχειρήσεων εκτός χρηματοδότησης
 Η κυβέρνηση αφήνει αναξιοποίητη την Αναπτυξιακή Τράπεζα, που ίδρυσε ο ΣΥΡΙΖΑ
το 2019, η οποία θα μπορούσε να έχει τον κεντρικό σχεδιασμό αξιοποίησης των
πόρων του Ταμείου
Συνέντευξη μου στον ρ/στ Αθήνα 9,84 και τον Δημοσιογράφο Γιάννη Παπαγεωργίου",[],5.0,0.0,0.0,0.0
361,G_DBr4X_2rI,Συνέντευξη στο Κεντρικό Δελτίο του Kontra Channel και το δημοσιογράφο Γιώργο Μελιγγώνη,2021-07-14T12:53:52Z,,[],1.0,0.0,0.0,0.0
362,iLrEKxch1go,Alexis Charitsis_Economist_25th Roundtable,2021-07-08T12:33:42Z,,[],63.0,0.0,0.0,0.0
363,EXqLYGahLI8,"Συνέντευξη στον ρ/στ ""ΕΡΤ Καλαμάτας"" | 07.07.2021",2021-07-07T11:01:56Z,"Συνέντευξη στο ΕΡΤ Καλαμάτας104.6 και στην Μαρία Τομαρά
 Η απίστευτη αδράνεια της κυβέρνησης ανέτρεψε τον σχεδιασμό της κυβέρνησης ΣΥΡΙΖΑ για φυσικό αέριο στην Καλαμάτα και στις άλλες πόλεις της Πελοποννήσου.
 2 χρόνια κυβέρνησης ΝΔ – 2 χρόνια χαμένα, με «παγωμένα» όλα τα μεγάλα αναπτυξιακά έργα της Μεσσηνίας.
 Οι καθυστερήσεις που παρατηρούνται στο πρόγραμμα εμβολιασμών αναδεικνύουν σοβαρό έλλειμα σχεδιασμού. Δεν νοείται σχεδιασμός εμβολιασμών από την κυβέρνηση με κόλπα, δωράκια και εκβιασμούς.
 Η διακοπή των μέτρων στήριξης στην πραγματική οικονομία από την κυβέρνηση συνιστά επικίνδυνη εξέλιξη. Τα μέτρα στήριξης προς τις επιχειρήσεις μετά το 6μηνο lockdown επιβάλλεται να συνεχισθούν και να
ενισχυθούν.",[],23.0,3.0,0.0,0.0
364,Xa1oew0QT24,"Συνέντευξη στον τ/στ ""Ionian TV"" | 06.07.2021",2021-07-07T10:11:23Z,Συνέντευξη στο κεντρικό δελτίο ειδήσεων του Ionian Channel και στον δημοσιογράφο Γιάννη Πομώνη,[],20.0,2.0,0.0,0.0
365,cX07PJNHX0g,H συνέντευξή μου στο Κεντρικό Δελτίο Ειδήσεων του best-tv.gr και στον δημοσιογράφο Θέμη Κανελλόπουλο,2021-07-06T10:05:15Z,"📌 Ανασφάλεια προκαλούν στην κοινωνία οι παλινωδίες και η έλλειψη σχεδιασμού για την αντιμετώπιση των συνεπειών της πανδημίας.
📌 Η κυβέρνηση για να δικαιολογήσει τις καθυστερήσεις στο πρόγραμμα των εμβολιασμών επιχειρεί να  μεταθέσει τις ευθύνες στους πολίτες και ειδικά στην νεολαία.
📌 Επιβάλλεται να συνεχιστούν και να ενισχυθούν τα μέτρα στήριξης στην πραγματική οικονομία και όχι να χρησιμοποιεί η κυβέρνηση ως άλλοθι την επανεκκίνηση της οικονομίας για την διακοπή τους.
📌 Έχουμε προτείνει από την αρχή της πανδημίας ένα εκτεταμένο πρόγραμμα ενίσχυσης του εσωτερικού τουρισμού. Η κυβέρνηση κωφεύει…
📌 Η κυβέρνηση σχεδιάζει να κατευθύνει τα κονδύλια του Ταμείου Ανάκαμψης σε μεγάλα ιδιωτικά συμφέροντα. Εκτός σχεδιασμού οι τοπικές κοινωνίες, οι μικρομεσαίες επιχειρήσεις, η νεολαία.",[],11.0,1.0,0.0,0.0
366,RPG9ut77Fdw,Η oμιλία μου στη συζήτηση της επίκαιρης ερώτησης μου προς το Υπουργό Ενέργειας και Περιβάλλοντος,2021-07-06T09:57:30Z,"📌 Η ομιλία μου στη συζήτηση της επίκαιρης ερώτησης μου προς τον Υπουργό Ενέργειας και Περιβάλλοντος
«Σε καθεστώς αποκλεισμού από την επέκταση των δικτύων φυσικού αερίου η Περιφέρεια Πελοποννήσου».
📌 H επέκταση των δικτύων διανομής φυσικού αερίου στην Πελοπόννησο και συγκεκριμένα στις πόλεις Κόρινθο, Άργος, Ναύπλιο, Τρίπολη, Καλαμάτα, Σπάρτη, είχε προγραμματιστεί από την ΔΕΔΑ επί κυβέρνησης ΣΥΡΙΖΑ το 2018. Το έργο αυτό με προϋπολογισμό 35 εκ. ευρώ, με μηδενικά τέλη σύνδεσης, θα προσέφερε στους καταναλωτές, οικιακούς και επαγγελματικούς, ιδιαίτερα χαμηλό κόστος χρήσης.
📌 Μετά την πρωτοφανή αδράνεια της κυβέρνησης ΝΔ, η ΡΑΕ προχώρησε στην απένταξη του έργου 2020.
📌 Μετά από αυτή την εξαιρετικά αρνητική εξέλιξη, ο σχεδιασμός επέκτασης των δικτύων Φυσικού Αερίου στην Πελοπόννησο είναι πλέον στον αέρα, με αποτέλεσμα να παραμένουν αναπάντητα τα ερωτήματα για ποιες πόλεις θα αφορά, ποιος θα είναι ο τρόπος τροφοδότησης και μεταφοράς και κυρίως ποιες θα είναι οι επιβαρύνσεις στον τελικό καταναλωτή, επιχειρήσεις και νοικοκυριά.
📌 Η Περιφέρεια Πελοποννήσου βρίσκεται σε καθεστώς ιδιότυπου ενεργειακου αποκλεισμού και η κυβέρνηση δεν έχει τον παραμικρό σχεδιασμό για το μεγάλο αυτό αναπτυξιακό έργο που θα διευκολύνει την καθημερινή διαβίωση των κατοίκων της Πελοποννήσου, των επιχειρήσεων και της βιομηχανίας, της αγροτικής παραγωγής, καθώς και των δομών υγείας και εκπαίδευσης.",[],30.0,1.0,0.0,1.0
367,yWBGKqDDa5Y,"""Συζήτηση Επίκαιρης Ερώτησης στην Βουλή για το στρατόπεδο Καλαμάτας"" | 18.06.2021",2021-06-18T08:54:16Z,"Αναξιοποίητες παραμένουν οι εγκαταστάσεις του Στρατοπέδου Καλαμάτας. Πως και πότε σκοπεύει το ΥΠΕΘΑ, να αξιοποιήσει την έκταση και τις εγκαταστάσεις του στρατοπέδου «Παπαφλέσα»; 
Επίκαιρή ερώτησή μου προς τον Υπουργό Εθνικής Άμυνας",[],40.0,2.0,0.0,0.0
368,xGFWFZPElBY,Ομιλία στη Βουλή για το εργασιακό νομοσχέδιο | 16.06.2021,2021-06-16T06:06:02Z,Η ΝΔ δείχνει εμπράκτως ότι θέλει μια Ελλάδα που θα παλεύει για το χρυσό μετάλλιο στην κούρσα προς τον πάτο,[],44.0,0.0,0.0,0.0
369,Dk4KozOXmf0,"Τοποθέτηση στο ""Regional Growth Conference""  | 04.06.2021",2021-06-04T11:56:36Z,"""Θέλουμε επενδύσεις που παράγουν εγχώρια προστιθέμενη αξία κι αυτό απαιτεί τη διαμόρφωση Εθνικής Αναπτυξιακής Στρατηγικής, που απουσιάζει σήμερα"" - Η τοποθέτησή μου στο Regional Growth Conference"" στην Πάτρα",[],50.0,0.0,0.0,0.0
370,YNwP7PVKwJ8,Τοποθέτηση μου στο Delphi Economic Forum για το Ταμείο Ανάκαμψης,2021-05-13T13:53:53Z,,[],112.0,2.0,0.0,0.0
371,_6IN17CYPQk,"""Τοποθέτηση στην Διαρκή Επιτροπή Παραγωγής και Εμπορίου"" | 12.052021",2021-05-12T15:35:48Z,,[],63.0,0.0,0.0,0.0
372,nnaZRZGOVo4,"""Συζήτηση στην Βουλή για το Εθνικό Σχέδιο Ανάκαμψης και Ανθεκτικότητας "" | 06.04.2021",2021-04-06T12:13:26Z,H ομιλία μου στην Βουλή κατά την ενημέρωση από τον αναπληρωτή ΥΠΟΙΚ για Εθνικό Σχέδιο Ανάκαμψης και Ανθεκτικότητας,[],43.0,2.0,0.0,0.0
373,xZ0q0kwihUY,"Συνέντευξη στον τ/στ ""Kontra Channel"" |15.01.2021",2021-01-15T21:31:48Z,,[],88.0,1.0,0.0,0.0
374,mgyp4lnBZk8,Συνέντευξη στο TheCaller.gr | 01.12.2020,2020-12-01T13:07:07Z,,[],11.0,0.0,0.0,0.0
375,l8qpc34Xta0,"""Ομιλία στην Ολομέλεια της Βουλής"" | 17.11.2020",2020-11-17T15:29:07Z,,[],51.0,1.0,0.0,0.0
376,ZN_mo2zXIb0,Βίντεο για τη μη αξιοποίηση του ΕΣΠΑ για την αντιμετώπιση των συνεπειών της πανδημίας |31.10.2020,2020-10-31T16:40:25Z,"Η ελληνική κοινωνία θέλει να μάθει γιατί, ενώ  η κυβέρνηση είχε στη διάθεσή της  7,5 δισ. από το ΕΣΠΑ τον Απρίλη για να χρηματοδοτήσει κάθε δράση αντιμετώπισης των συνεπειών της πανδημίας: 
➠ τo ΕΣΥ παραμένει ανοχύρωτο
➠ τα σχολεία κλείνουν το ένα μετά το άλλο από κρούσματα κορονοϊού
➠ οι  πολίτες στοιβάζονται καθημερινά στα Μέσα Μαζικής Μεταφοράς
➠ επιχειρήσεις και εργαζόμενοι βρίσκονται σε απόγνωση 
Και κυρίως, τι σκοπεύει να κάνει από εδώ και πέρα ώστε να αντιμετωπίσουμε το 2ο κύμα της πανδημίας με τις λιγότερες δυνατές απώλειες στην υγεία και στην οικονομία",[],718.0,12.0,0.0,0.0
377,JETjTkkq8BU,Δήλωση (On camera) για τα αναδρομικά των συνταξιούχων | 31.07.2020,2020-07-31T12:06:10Z,,[],233.0,2.0,0.0,0.0
378,wJPtOZCYQHk,Δήλωση On Camera | 27.07.2020,2020-07-27T11:42:17Z,,[],174.0,1.0,0.0,0.0
379,41jPiLnRJbw,Εκδήλωση του ΣΥΡΙΖΑ στην Καλαμάτα | 17.07.2020,2020-07-24T08:12:09Z,"Με τους συντρόφους Πάνο Σκουρλέτη και Σπύρο Δανέλλη συζητήσαμε με τους συμπολίτες μας στην Καλαμάτα για το πρόγραμμα του ΣΥ.ΡΙΖ.Α. #ΜενουμεΟρθιοι

• Για την ενίσχυση των επιχειρήσεων, τη στήριξη της εργασίας & την προστασία της δημόσιας υγείας  
• Και για τα κρίσιμα ζητήματα της εξωτερικής πολιτικής και την τουρκική προκλητικότητα
 
Όλοι μαζί θα βρούμε προοδευτικές λύσεις απέναντι στην αντιδραστική πολιτική της κυβέρνησης Μητσοτάκη #ΝΔ, που με τις παλινωδίες της επιδεινώνει την κρίση #COVID19, φορτώνει τα βάρη στις πλάτες των πιο αδύναμων και φροντίζει φίλους και ημέτερους. Ενώ αποπροσανατολίζει από τα κρίσιμα ζητήματα που αντιμετωπίζει η κοινωνία, επιχειρώντας να σύρει την πολιτική ζωή του τόπου στο βούρκο.
 
O #ΣΥΡΙΖΑ είναι παρών, σύμμαχος στο πλάι των εργαζομένων, των άνεργων, των ελεύθερων επαγγελματιών, των νέων, των συνταξιούχων.

❗Τη μάχη θα τη δώσουμε όλοι μαζί #ΜενουμεΟρθιοι

| από την εκδήλωση του ΣΥΡΙΖΑ στην Καλαμάτα Πάνος Σκουρλέτης - Panos Skourletis & Σπύρος Δανέλλης |",[],30.0,0.0,0.0,0.0
380,z8YAINb-pXM,Δέλτα Τηλεόραση Θράκης | 15.07.2020,2020-07-15T15:49:51Z,,[],55.0,2.0,0.0,0.0
381,u2tXLgQRxgs,Μεσόγειος TV | 10.07.2020,2020-07-10T13:37:26Z,,[],95.0,1.0,0.0,0.0
382,P4wTC3wDgCI,"""Το ν/σ για τις διαδηλώσεις εκφράζει ανασφάλεια της ΝΔ για τους κοινωνικούς σεισμούς που έρχονται""",2020-07-08T10:14:15Z,"""Συμπληρώνοντας έναν χρόνο στην κυβέρνηση, η Νέα Δημοκρατία καταθέτει ένα νομοσχέδιο που εκφράζει την ανασφάλειά της για τους κοινωνικούς σεισμούς που έρχονται.

Το νομοσχέδιο για τις διαδηλώσεις εμπνέεται από τις πιο σκοτεινές σελίδες της σύγχρονης ελληνικής ιστορίας.
Αντιμετωπίζει τον λαό ως εχθρό, αντιμετωπίζει τους πολίτες ως δυνάμει ενόχους, αντιμετωπίζει τις ιδέες της κοινωνικής αλλαγής ως επικίνδυνες.

Στον αυταρχικό κατήφορο βρίσκει συμπαραστάτες την άκρα δεξιά και τους πρόθυμους συνοδοιπόρους του ΚινΑλ που το πρωί μιλούν για προοδευτικές λύσεις και το βράδυ υπερψηφίζουν τα αντιδραστικά κυβερνητικά νομοσχέδια.

Η Νέα Δημοκρατία ξέρει ότι η ανοχή της ελληνικής κοινωνίας εξαντλείται.

Η κατάρρευση της οικονομίας, η εκτίναξη της ανεργίας, η επιστροφή στις μέρες της ανασφάλειας και της φτώχειας καθιστούν υπόλογη την κυβέρνηση.

Μια κυβέρνηση που δεν μπορεί να δώσει λύσεις.
Μια κυβέρνηση που η μόνη συνταγή που γνωρίζει είναι αυτή της λιτότητας και της καταστολής.
Η κυβέρνηση θέλει την κοινωνία φοβισμένη.
Ο λόγος είναι απλός.
Φοβάται τη φωνή της κοινωνίας.

Ό,τι και να κάνει, όμως, να ξέρει ένα πράγμα: η κοινωνία θα νικήσει"".",[],75.0,2.0,0.0,0.0
383,WmPU1-48c0w,"“Για την κυβέρνηση το μόνο ‘μαξιλάρι’ είναι οι εργαζόμενοι και οι μισθοί τους"" | 07.07.2020",2020-07-07T10:40:20Z,"“Μέσα σε έναν μόλις χρόνο, η κυβέρνηση Μητσοτάκη ‘κατάφερε’ να ισοπεδώσει την οικονομία και την αγορά εργασίας, οδηγώντας εκατοντάδες χιλιάδες συμπολίτες μας στην ανεργία.
Τα αποτελέσματα του συστήματος ‘ΕΡΓΑΝΗ’ για το πρώτο εξάμηνο του 2020 αποτυπώνουν ξεκάθαρα το μέγεθος της καταστροφής: Οι νέες θέσεις εργασίας φτάνουν μόλις και μετά βίας τις 40.000, όταν το αντίστοιχο διάστημα πέρυσι άγγιξαν τις 300.000.  260.000 λιγότεροι εργαζόμενοι δηλαδή.

Τα ίδια και χειρότερα ισχύουν και στο πεδίο της οικονομίας. Η έκθεση της Ευρωπαϊκής Επιτροπής για την Ελλάδα εκτιμά ότι η ύφεση θα φτάσει το 9% για το 2020. Ενώ χαμηλότερη είναι και η πρόβλεψη για την ανάκαμψη της οικονομίας το 2021: αντί της αρχικής εκτίμησης για 7,9%, πλέον η Κομισιόν θεωρεί ότι η ελληνική οικονομία θα μεγεθυνθεί μόλις κατά 6%.

Η άρνηση της κυβέρνησης να στηρίξει ουσιαστικά την οικονομία και την εργασία, παρά την παρακαταθήκη που της άφησε ο ΣΥΡΙΖΑ, είναι ενδεικτική της πολιτικής της. Γιατί για την ΝΔ το μόνο ‘μαξιλάρι’ που υπάρχει είναι οι εργαζόμενοι και οι μισθοί τους.
Η ζοφερή αυτή πραγματικότητα δεν μπορεί να αντιστραφεί, όσα εκατομμύρια κι αν σκορπίσει ο κ. Μητσοτάκης για επικοινωνιακές φιέστες. Μέσα σε έναν χρόνο, γύρισαν όλα ανάποδα: από την ανάπτυξη στην ύφεση κι από τη μείωση της ανεργίας στην εκ νέου εκτόξευσή της”.",[],207.0,0.0,0.0,0.0
