Title,Description
"Ο Στέφανος Κασσελάκης απαντά σε ό,τι χειρότερο γράφτηκε γι’ αυτόν.","Θέλω να απαντάω σε εσάς. Αδιαμεσολάβητα. 
Διότι τα ΜΜΕ έχουν δική τους ατζέντα, ενώ εμένα η μόνη μου ατζέντα είναι η αλήθεια μου.
Γι’ αυτό και έχω μαζέψει ό,τι χειρότερο, ό,τι πιο αρνητικό, ό,τι πιο καταδικαστικό έχει γραφτεί για μένα τις τελευταίες μέρες. Και απαντάω εδώ, μπροστά σας.
Ξεκινάω λοιπόν 👉"
Δεν είμαι επαγγελματίας πολιτικός. Προέρχομαι από την εργασία και την κοινωνική ζωή.,"Χθες έδωσα μία συνέντευξη όπου είπα «δεν ξέρω, θα επανέλθω». 
Τραγικό πράγμα για έναν πολιτικό!
Καταρχάς δεν είμαι επαγγελματίας πολιτικός.
Εγώ προέρχομαι από την εργασία και την κοινωνία.
Αλλά όλοι αυτοί που είναι επαγγελματίες πολιτικοί και που ξέρουν τα πάντα, για ποιο λόγο μάς έχουν κάνει μία χώρα όπου έχουμε πανάκριβο ρεύμα, τρένα να συγκρούονται μεταξύ τους, και την πιο μεγάλη φωτιά στην ιστορία της Ε.Ε.;

Ο λαός δικαιούται να έχει ένα άτομο στην ηγεσία που θα του λέει την αλήθεια. Ένα άτομο που όταν δεν ξέρει κάτι, θα ξέρει πού να βρει τη σωστή απάντηση.
Μέσα από τη διαχειριστική του ικανότητα και καλούς συμβούλους, οι οποίοι όμως να έχουν ενσυναίσθηση, καρδιά, θετικό πρόσημο στον τεχνοκρατισμό τους."
"Η υποψηφιότητά μου δείχνει έναν άλλο δρόμο: Από την κοινωνία, για την κοινωνία.","Έχω επίγνωση ότι δε διαθέτω κομματική προϋπηρεσία. Η προϋπηρεσία μου είναι στην εργασία, στην κοινωνική ζωή. Η υποψηφιότητα που τώρα θέτω δείχνει έναν άλλο δρόμο: Από την κοινωνία και για την κοινωνία.
Αρκετές γενιές χάθηκαν. Είναι ώρα να φτιάξουμε το Ελληνικό Όνειρο που τόσο έχουμε ανάγκη. Με ένα κράτος που διασφαλίζει ισοτιμία στην ευκαιρία. Με έναν πολίτη που το μέλλον του δεν προδιαγράφεται από το πού και πώς γεννήθηκε."
Έχω τις πρώτες σας δυνατές προτάσεις στα χέρια μου. Συνεχίζουμε!,"Όσο οι άλλοι μιλούν για εμάς, εμείς μιλάμε με εσάς.
Έχετε πάρει τη σκυτάλη της σύγχρονης Αριστεράς στα χέρια σας.
Σας ακούμε, καταγράφουμε, φτιάχνουμε μαζί το σχέδιο μιας καλύτερης ζωής.

👉 Δείτε περισσότερα στο link στις πληροφορίες του καναλιού!"
Πατριώτης είναι αυτός που θυσιάζει κάτι από τον εαυτό του για την πατρίδα του.,"Εδώ, στην άκρη της λίμνης Δοϊράνης, στα σύνορα της χώρας, έχω κάποιες σκέψεις να μοιραστώ μαζί σας: Για το ποιος είναι σήμερα πατριώτης. Για το τι είναι εθνικό.
Και για το πώς η κυβέρνηση του ΣΥΡΙΖΑ πέτυχε αυτή η χώρα, που όλοι οι συμμαθητές μου στην Αμερική την έλεγαν «Macedonia», να αλλάξει όνομα και σύμβολα."
Δεν πρόκειται να εκκενώσουμε την Ελλάδα,
Διαβάστε περισσότερα για την πλατφόρμα στο link in bio.,
Η χώρα έχει ανάγκη από ριζοσπαστικές προτάσεις. Από την παρέμβασή μου στο naftemporiki tv,
Ο Αλέξης Τσίπρας μου προσέφερε τη δυνατότητα να λέω αυτά που σκέφτομαι χωρίς συναλλαγή,
Με τον Παύλο Πολάκη έχουμε το ίδιο αίσθημα δικαιοσυνης μέσα μας. Σήμερα στο κανάλι της Ναυτεμπορικής,
"Εσωκομματικά να πάμε πιο Αριστερά. Να αποφασίζουν τα μέλη μας. Σήμερα, στη Ναυτεμπορική",
Η Νέα Δημοκρατία κυβερνά 4 χρόνια. Δεν ανέλαβε χθες. Από τη σημερινή μου παρέμβαση στην ΕΡΤ,
Οφείλει να υπάρξει παραίτηση του κ. Οικονόμου. Από τη σημερινή μου παρέμβαση στην ΕΡΤ,
Σημερινές μου παρεμβάσεις σε τηλεοπτικούς σταθμούς,Αποσπάσματα από σημερινές μου παρεμβάσεις στους τηλεοπτικούς σταθμούς ΕΡΤ και Naftemporiki TV
Στ. Κασσελάκης: Οι εθελοντές στις φωτιές της Ρόδου είναι τα πρόσωπα της χρονιάς,
